no|title|text|senti_value
9999|hard complain|All new olx semakin membingungkan penjual dan pembeli, coba di liat keluhan pelanggan setia olx dong, udah banyak yg complain tetapi masih belum di tanggapi, ga usah ribet pake gps, pencarian nama kota dan nomer tlp juga sudah sangat-sangat baik, VERSI LAMA TANPA GPS sudah sangat baik, kalau seperti ini terus pasti banyak yg uninstall aplikasi olx, tolong di dengarkan keluhan pengguna aplikasi olx, karena ini sudah masuk HARD COMPLAIN, tks|1
10000|tampilan terbarunya semkin buat rumit. jadi malas pake olx|tampilan terbaru sangat tidak bagus macam SAMPAH. lebih baik balik ke tampilan sebelumnya|1
10001|OLX new FAIL|permintaan saya dan yang lain cuma satu ga usah pake ribet. KEMBALIKAN OLX KE TAMPILAN LAMA, DAH GITU AJA.|1
10002|upgrade makin*****|Versi lama lebih mudah d gunakan dari pada yg baru ....agak rumit menyusahkan|2
10004|mengecewakan|jika masih bisa dirubah dengan versi lama, pasti banyak orang menggunakan media olx.|1
10005|kecewa dengan new olx kembalikan yang lama aja|1. sulit diakses 2.iklan saya sudah laku tapi gak bisa hapus malah diobuka iklannuya aja gak bisa 3. tidak muncul no hp penjual 4.SUDAHLAH KEMBALI AJA KE VERSI LAMA SUDAH BANYAK YANG SENANG KOK BAIK PENJUAL MAUPUN PEMBELI( HIDUPKAN ..............................VERSI LAMA)|1
10006|ALL NEW OLX nya jadi CULUN|dghkdhgkdfgjsbffkgjjjiehkhngkjsdkjfhsfhseuhfugfasbfkabsb hfhsfhskjfhksugkhfHfhsugkhdauhahfascbiashiajidhaihdoiahfoahfugfahodhaocokcokcokcok|1
10007|Kecewa|Tampilan baru sangat ribet...tidak user friendly...sangat bagus versi lamanya...bye-bye dah olx.com|1
10010|Olx|Olx go to[inappropriate content removed]w kecewa berat ama olx yg sekarang,mending kembali ketoko bagus,selalu ngacau tampilanya.klo g balik lagi aja dah keolx yg lama lebih simple n g ribet.|1
10012|Kecewa|Kembalilah OLX pada tampilan yang dulu, tampilan yang dulu sangat menyenangkan untuk digunakan sedangkan tampilan yang sekarang sangat tidak enak untuk digunakan, mohon perbaiki ya OLX.|1
10013|tampilan olx sekarang*****dan membingungkan|Semenjak olx ganti tampilan saya susah mengaksesnya.udah banyak yang protes tapi adminnya cuek dan tetap memaksa kami untuk memakai aplikasi olxallnallnew yang katanya bagus dan keren.keren apanya?orang kita gak bisa hub langsung penjual dan harus via chatt.emangnya kita selalu online? Sangat sangat dan sangat tidak efisien dan tidak praktis.lemot dan menjengkelkan.pokoknya gak banget dehbsm olx yang sekarang|1
10014|Kacau|Tolong kembalikan olx lama|2
10015|Goodbye OLX|Pembaruan gagal dan sangat buruk, uninstall done|1
10016|Buruk, bukan bantu penggunatapi bikin pusing|Mulai nggak jelas . Arahnya ke profit lebih gede...|1
10017|olx ... aneh|Dugaan saya, aplikasi Olx yang baru merupakan hasil penyusupan agen rahasia online shop lain agar olx jadi nyebelin dan di tinggalkan usernya.|1
10018|belum|belum pernah belanja d olx|1
10020|Tampilan olx|Entah mengapa Tampilan olx berubah tidak memudahkan namun membingungkan. sebelum redesign interface lebih dulu diuji cobakan. saya lebih suka olx yang sebelumnya. saya harap olx bisa memperbaiki kekurangannya.|1
10022|Sangat buruk|Buruk|1
10024|the all new olx? FAIL!!!|kenapa olx merubah tampilan lama yang sudah jelas2 user friendly dan dapat mudah dimengerti dan sekarang dirubah menjadi the all new olx yang jauuuh berbeda dan menurut saya sangat amat buruk, hal yang paling mengganggu adalah dihilangkannya contact penjual seperti wa, bbm dan line, hal lainnya yang mengganggu adalah sulitnya mengakses situs olx.co.id dan sekalinya bisa banyak sekali masalah yang bermunculan seperti halaman olx.co.id tiba2 meng-refresh dengan sendirinya lalu saya tidak bisa scroll kebawah maupun ke atas, dan masih banyak lagi masalah2 lainnya, olx pun menurut saya malah menambahkan fitur baru yang menurut saya SAMPAH yaitu fitur mapping untuk pencarian iklan yang hanya terbatas sampai 100km saja. saya harap pihak olx merubah tampilan baru SAMPAH ini menjadi tampilan yang lama saja, the all new olx? FAIL!!!|1
10025|olx baru sangat sangat menyusahkan dan menyebalkan|kembali ke olx lama|1
10027|OLX nyari duit|susah kalo udah urusan duit gan. untuk kuota iklan yg di terapin cuma 2 kategori lowongan dan jasa. karena emg 2 kategori tsb yg paling banyak ngambil keuntungan dari OLX, dari OLX 2 kategori itu banyak dapet duit, contohnya ane sendiri. udah gitu masih banyak bug, keterangan A tapi pas di coba hasilnya malah B, ga jelas. loading lama tampilan jadi kaya windows.|2
10028|hmmm..menghela napas panjaaaang|balikin ke olx yg lama sajalah. sebelum pengguna beralih ke situs jual beli yg laen, sumpah ga user friendly. ribiit|1
10030|pembaruan malah bikin hancur|Pembaruan malah bikin kacau,bingung n sialan|1
10034|barang yang di tampilkan kurang mencolok|apakah situs ini memang hanya untuk barbek??sehingga tampilan nya tidak menarik bagi saya pribadi sih|1
10035|KEMBALI KE VERSI DULU AJA DEH|gimana mau beli, masa harus chat dlu, jelas2 diantara 100 penjual, paling 1 aja yang online, selebihnya pada offline, gimana mau menghubungi penjual gan, yang perlu diutamakan itu ada no hape nya, kan olx cuma perantara penjual dan pembeli, masa olx harus tahu chat konsumen|1
10036|MENGECEWAKAN|ane sngt kecewa thd tampilan olx sekarang.. susah, situs nya lambat, tidak ada judul dari setiap postingan, sangat susah bila mencari info user. Tampilan aja yg baru tp kualitas seperti sampah :) mending olx yg dlu, yg menurut ane sgt user friendly..|2
10037|OLX baru ini situs jual beli atau situs SAMPAH?|Mau ngehubungin penjual musti pake chat, cari lokasi susahnya minta ampun, lha masa saya di Malang lokasi kedetect JAKARTA, KUPRET banget!! Pajangan barang cuma foto ama harga doang, tidak ada namanya, musti di klik dulu, mau nyari barang SUSAH AMAT! Filter susah dipake, terutama filter LOKASI. Intinya OLX baru SAMMPPAAHHHH!!!!|1
10038|Payah|Update terbarunya malah bikin gulung tikar hedewwhh|1
10039|Haduhhh..|Ini OLX atau BIGO kok ada jarak jauh dekatnya.. Baru kacau sekali aplikasi yg baru. Kembalikan yang lama saja lebih simple, semua orang bisa ngerti.|1
10040|tampilan sekarang sangat buruk.!!!!|tampilan yang sekarang sangat buruk, tidak responsif, kalau tidak mau ganti ke template yang lama atau template baru yang lebih responsif. mending hapus saja ini situs OLX.|1
10042|Websitenya sekarang lambat dan membingungkan.|Sejak gantri versi terbaru menjadi lambat dan membingungkan. Bagus yang dulu. Suatu langkah mundur.|1
10043|Web OLX tidak seperti yang dulu|Dari sisi user interface web OLX bisa dikatakan lebih buruk dari yang dulu, memang menggunakan teknologi terbaru tapi apa artinya menggunakan HTML5 namun akhirnya usernya pada kabur semua karena user interface yang buruk. Selain user interface (tampilan web) sekarang fitur untuk menghubungi penjual langsung dihilangkan juga, ini menyulitkan pembeli untuk mengontak langsung ke penjual dan sebaliknya membuat repot penjual karena harus menggunakan web/aplikasi untuk berhubungan dengan pembeli, dimana aplikasi/webnya sangat lambat dan tidak bagus, kalau memang olx mau menggunakan aplikasi chat coba belajar dari tokopedia, ketika pembeli bertanya setidaknya penjual mendapatkan notifikasi email sehingga bisa segera merespon, ataupun ketika penjual menjawab, pembeli juga mendapatkan notifikasi by email sehingga bisa dilihat seberapa cepat respon penjual dan pembeli. Kembalikan saja website ke versi yang lama, at least untuk tampilan dan juga untuk fitur telp/smsnya|1
10045|sangat sangat kurang memuaskan|kembalikan ke olx yang lama!!|1
10046|LEBIH NYAMAN VERSI LAMA., ALL NEW OLX IS A JUNK!!|pencarian barang yg saya mau jadi lebih sulit dan tidak user friendly|1
10047|riweuuuh..|riweuuuh..|1
10048|Om tulalit om..ribet|fitur mapping untuk pencarian iklan yang hanya terbatas sampai 100km saja. saya harap pihak olx merubah tampilan baru SAMPAH ini menjadi tampilan yang lama saja, the all new olx? FAIL!!!|1
10049|Olx versi baru menyebelkan dan mengecewakan...|Menyedihkan, menyebalkan, mengecewakan, susah dan menyusahkan,, kembalikan saja olx dengan versi sederhana,, mudah dan gampang,, kembalikan saja olx ke versi lama....|1
10050|banyak mitra spammer|pengalaman saya kurang memuaskan dari pemilik toko fiktif|2
10052|mengecewakan|Lebih bagus versi yang lama,sebelum menjadi all new olx.. Sangat di sayangkan sekali,karena olx sangat banyak user nya.. Untuk tim olx mohon di respon keluhan kami.. Thanks|1
10053|Sudah waktunya e commerce sombong macem olx hilang|Yg namanya e commerce harus nurut sama selera pelanggan bukan sebaliknya..Kembalikan olx yg lama atau siap2 saja menghilang dari dunia e commerce indonesia yg sangat potensial ini,saingan anda banyak bunk yg lebih care dan peduli dengan penggunanya..bukan yg sombong dan sok tau seperti anda|1
10054|Syok|Sy penguna olx sudah 5 tahun. pembaruan sering, tapi kali ini di bilang futuristik, bagi sy kemunduran. No hp tdk ditampilkan di bilang jaga privasi, bagi sy pengguna pasang iklan sdh siap dg resiko. skrg hp gw sepi, ada yg mau nelpon chat nomer dl, simpel dari hongkong, ribet iya. Buat rata2 bos, dari 100 pelanggan 90 orang komplain, Ngeles aja gih!|1
10055|telek|"Nih statement dari CEO OLX Indonesia Daniel Tumiwa ""Sebelumnya, pihak OLX menyadari bahwa setelah dilakukan perubahan tersebut akan ada pengguna yang mengeluhkan dan memberikan kritikan. Namun, OLX mengaku akan tetap mengajak para user untuk tetap menggunakan dan membiasakan dengan aplikasi model terbaru tersebut. Karena bagi OLX tren saat ini sedang mengarah kepada model aplikasi yang seperti itu"" Intinya,kita yg diminta terbiasa dengan olx yg sekarang coz dia meyakini bahwa trend ke depan arahnya akan seperti olx sekarang ini. So, percuma aja..mau diteriakin kaya ngapa juga ga akan didengerin.. Agak pusing juga sih, coz selama ini, bagi usaha properti saya, solusi beriklan paling murah dan efektif ya di OLX. Tp usaha ttp harus jalan, coz dapur tak mungkin berhenti mengepul. Move on,cari media lain bwt promosi."|1
10056|olx kemunduran|Situs jual beli paling[inappropriate content removed]untuk sekarang ini.|1
10057|OLX GOBLOK|WEB LEMOT|1
10058|*****jelek*****|The all new olx sangat membingungkan. Lebih mudah versi yg lama. Males buka all new olx|1
10059|Olx sekarang payah!! No user friendly!|Cari barang di lokasi lain gak bisa! Gak mudah|1
10060|Kacau|Mending jadiin kaya dulu lagi aja. Lebih simple. Apa apa gampang. Kalo sekarang ngubungin penjual aja susah. Kalo mau tetep lagi. Mending jangan pertahanin penampilan yg sekarang. Balikin kaya dulu lagi . Tolong balikinnnnn|1
10061|parah|terlalu ribet|1
10063|Tampilan All New Olx buruk|Saya pengguna aktif Olx, mengeluh tentang Tampilan All New Olx yg buruk, berat dan tidak enak dipandang (web dekstop, dengan resolusi layar komputer 1920x1080px). alangkah baiknya jika tampilan dikembalikan seperti sebelumnya!|1
10064|Aplikasi semakin rumit, susah mennghubungi pembeli|Dulu pembeli bisa berhubungan dengan penjual secara langsung. Tidak repot. Bisa menghubungi kapan saja, tanpa harus buka chat. Cod kapan saja. Dengan update an tampilan terbaru yang lebih modern. Semua yg tadinya mudah menjadi sedikit rumit. Mohon di kembalikan seperti OLX yang dulu.|1
10065|buruk|udah ganti lagi aja pake old olx, gak usah malu lah, hik hik,,,,,,,,|1
10066|Ribet yg skrg|Tampilan web berubah jadi ribet bgt|1
10067|Buruk|1 minggu ini tidak dikembalikan seperti sebelumnya ... Uninstall saja !!! Useless Ga Guna banget !!!|2
10068|*****sekali olx yang sekarang|Tolong mbak admin balikin olx kayak dulu lagi..|1
10069|OLx Terburuk|Asli.. Layanan OLx dgn design baru ini SANGAT[inappropriate content removed]dari FITUR DESIGN DAN SEGALA sistem search nya.. ANEH sangat tidak easy use.. Coba direvisi biar kayak kemaren lagi, gak usah kecanggihan punya FITUR aneh.. Search pake Maps lah radius 100km.. Ane hahhh!!!|1
10070|Sejak ganti KOnsep dan tampilan baru semua ikan OLX saya hapus|Ribet, tidak user friendly, terlalu focus pada profit OLX sendiri. Sya dan sesama pedagang online pengguna OLX disekitar sangat menyayangkan. Semoga kedepan bisa jauh lebih baik daripada kompetitor yg lain. Thx|1
10071|ancur|balik ke versi sblmnya|1
10072|Olx Versi Baru|tampilan web versi baru susah,ribet, dan lambat.|2
10073|PARAH,RIBET,GA TERATUR,KACAU,SANGAT MENGECEWAKAN,,,|PARAHH Tiap Hari Gua Pake OLX,Ehhhh Malah Dibikin Ribettt. Balikin Lagi Ke Versi Lama Lahhhh.,. Sungguhhh Kasiannnnn Awalnya Menyukai JADI MEMBENCI Karna Parah Super Parah..,|1
10074|tolong oLX|dmohon kpda OLX agar membenahi aplikasinya mnjadi lbih baik lgi. THE ALL NEW OLX skrng mnjadi lbih susah,lambat , dan yg utama tdk ada no.HPnya. saya lgi cari pkerjaan krena nggk da no.HP q chat aja ttapi smp skrng tdk balas. dmohon pngertianya . smoga OLX bsa lbih mengerti dan peduli konsumennya|1
10075|Perlu banyak pembenahan|Performa menurun semenjak berganti nama. Mulai banyak ditinggalkan pembeli karena kurang lengkap. Sebegitu jg dgn penjual. Perlu memberikan banyak promo utk bs bersaing dgn OL shop2 yg lain.|2
10077|KEREEENN PARAAAAHHH.. TOP ABISSSS!!!!|"wawww..""keren"" banget olx .. kok bisa sih bikin update kek gini??? HEBAAAATTTT!!!! Pertahankan yahh.. jd gemezzz dehh, update yg lebih parah lg dong yg lebih ribet gitu .. biar makin gemezzz , ditunggu loh.. (kecup mesra buat bos arnold) #uninstallolx #weneedtokobagus"|1
10078|susah di operasikan|untuk sekarang susah banget buat hubungi penjualnya -_- , engak bisa lihat profil penjual juga pula|1
10079|sungguh sangat ironi nih OLX|coba di aplikasi iphone, di android, di komputer semua sama aja susah di oprasikan, susah pasang iklan, bangkrut aja nih sekalian olx, lebih baik gak ada sekalian. padahal saya dulu pengguna setia tokobagus, makin kesini makin gak jelas, so commercial gak jelas.|1
10080|KECEWA|KE napa sekarang tidak ada frendly user yah ,,, duh Mending di ganti tamplian awal aja malah repot masa search sering ga ketemu ,, udah gitu ga ada kontak penjual lg|2
10081|Demo|apaan nie masak olx lokasi gak bisa di jelajah,habistu mau lihat nomor telepon orang pergi di ganti ke hubungi penjual[inappropriate content removed]ubah gih seperti yang terdahulu.|1
10082|terburuk|"kpada pihak OLX , knapa stiap iklan skrng tdk ada no. HP maupun BBM? saya sdang mncari lwongan & motor utk pulang prgi krja nantinya tpi stiap q klik""hubungi penjual"" kok nggk kluar nmornya ya jadi udh q hbungi dri tgl 29 tdk ada yg balas smua. saran saya tolong kmbalikan OLX yg lama krena bsok tgl 2&3 januari q mau cari lwongan scepatnya"|1
10084|Parah banget|Mau dibawa kmn ini olx,kok jd ngawur|1
10085|Paraaaaaaaaaaaaaaaaaaaaaaaaaaaah banget!!!!!|Tolong buat siapapun yang kreatif diluar sana yang ga usah takut, buat lagi marketplace seperti olx versi lama yang user friendly. Olx sudah gali kuburannya sendiri|1
10087|olx gk jelas.kembalikan olx lama|makin di update makin rusak|1
10088|enak yg lama|OLX baru lebih susah, nggk ada nmor pmsang iklan, lambat lagi. tlong dperbaiki klo bsa dkembalikan ke versi lama. q sdh jadi pngguna stia sdh lama tpi knpa kok skrng mlah dirugikan. mlah OLX yg bru nggk ada mnfaatnya sma skali|1
10089|olx all new buruk|mohon untuk programmer/pembuat aplikasi untuk bisa merevisi semua fitur di Olx, karen fitur skrang banyak membingungkan penjual atau pembeli.|1
10090|tampilan sangat buruk|tampilan yang sekarang sangat ribet...kembalikan old olx!!!|1
10091|Olx yg baru aangat susah makai nya.|New olx sangat mengecewakan. Nyrsal upgrade ke new. Apessss|1
10092|Olx sekarang kacawwww|Olx sekarang kacawww...! Dari sisi performance dan yang paling penting adalah fitur pencarian yang sangaaaaaat buruk. KEMBALIKAN FITUR PENCARIAN YANG LAMA!|2
10093|bikin stress|web yang baru bikin stress|1
10094|kecewa|maaf.. saya pengguna setia media jual beli online , terutama olx. betapa kaget dan kecewa saya melihat tampilan yang seperti ini, banyak fitur yang membuat pusing ditambah lagi fitur google maps yang membuat saya sulit untuk menawarkan barang. karena hanya berdasarkan lokasi saja pada saat itu. padahal barang ad dirumah. contoh saya mau pasang eh google lokasi menunjukan kota surabaya. kan bikin saya jadi pusing. lama kelamaan penggunanya pada hilang. tolong jika masih begini olx akan kehilang 90 % penggunanya. termasuk saya|1
10095|the all new olx sangat buruk yg versi baru sangat ribet|tolong dikembalikan olx yg lama jngn yg the all new olx krena yg versi baru sangat ribet pake gps segala kok lebay banget pake gps segala|1
10096|SUMPEEEEEX..... KOK JADI RUWEEET SIIIIIICH.... HHHHH|Mau cantumkan lokasi mbulet minta ampun, pelanggan mengeluh, mau kontak pembeli gak ada no hp/wa/bbm. Gimana nich|1
10097|Jueleeek puoool....!!!!|Mau cari motor bekas di kab Sidoarjo aja hanya muncul 5 motor...payaaah...enakan versi lama...|1
10098|Aplikasi new malah ribet|Makin susah berkomunikasi dengan penjual dan tidak efektif|1
10101|OLX GA MENERIMA SARAN KONSUMEN, SIAP2 AJA BANGKRUT|OLX GA MENERIMA SARAN KONSUMEN, SIAP2 AJA BANGKRUT|1
10102|ALL NEW OLX MAKIN AMBURADUL|menurut saya dengan update applikasi ataupun website di tahun 2017 semakin membingungkan penggunanya ataupun sulit difahami. aplikasi yang sekarang hanya ada fitur chat yang g jelas dan tidak memunculkan fitur telp, wa, bbm. terlebih lagi dengan ada tambahan fitur radius pencarian dengan sistem gps juga gak begitu bermanfaat dan justru malah membuat orang bingung. tata letak pilihan menu yang sulit untuk dimengerti. saya mengharapkan olx kalau mau meluncurkan aplikasi atau tampilan website hendaknya diriview dulu sudah sesuai belum dengan masyarakat indonesia. intinya saya cenderung lebih suka sebelum all new olx. terimakasih|1
10103|Kami gk bisa makan|Saya pikir tadinya jasa yg kami sediakan di OLX sdh tidak laku karna ahir2 ini tidak ada yg menghubungi no hp saya. Tapi ternyata setelah saya buka lagi iklan saya, saya baru sadar ternyata ada yg salah pada sistem pengiklanan di olx. Saya harus buka peta untuk alamat dan chating2an, udah kaya orang galau aja. Saya mau kerja pak...bukan mau jadi alay yg kerjanya di depan hp. Udah gitu waktu di kasi saran dan kritik pakai keras kepala, ini sistem terbaik lah, melalui survey kebiasaan lah, pengguna dipermudah lah..[inappropriate content removed]kau olx, beras kami la nak abis, lolo kau tekak bantah...!!!!|1
10105|Sampah...|Updatenya[inappropriate content removed]banget, susah digunakan. Versi yang lama lebih bagus. Location base advertisement sangat mengganggu. Saya tinggal di Middle East, saya mau cari iklan mobil bekas di Jakarta nggak bisa. Versi yang lama lebih enak, saya bebas memilih lokasi, jenis iklan dan tampilan juga bagus. Kalo masih tetep pake versi yang ini, mungkin ini terakhir kali saya mengunjungi OLC.CO.ID|1
10106|SAMPAH|SUUUUMMMMPAHHHHHHH SAMA SEKALI GAK BISA MAKENYA ! MAU JUAL / MAU BELI RIBET SETENGAH MATI !!|1
10107|bad|aplikasi downgrade|1
10108|Buang waktu|Saya butuh barang, saya hubungi penjual lewat chat, and kita semua tahu lah, bakal jadi orang[inappropriate content removed]nungguin balasan. Meending beli Sa*ri Roti.|1
10109|TAMPILAN BARU KAYAK K*NT*L|PERBAIKI TAMPILAN BARU ANDA ATAU KAMI AKAN BUAT OLD OLX SENDIRI.|1
10112|Menurun|Controlling dalam hal barang yg dijual amat sangat kurang sekali, karena OLX tidak menjembatani antara penjual dan pembeli, sehinga banyak kasus penipuan sering terjadi dg memanfaatkan olx Dalam kategori otomotif dan gadget paling sering ada yg menjual dibawah harga pasaran dan memancing pembeli utk melakukan transfer terlebih dulu Dalam hal website dan aplikasi, aplikasi yg baru juga agak menyulitkan pemakainya, sementara bagi penjual hal ini sangat mempengaruhi omzet penjualan krn berkurangnya jumlah pengguna olx|1
10113|all new olx failed|Radius 5 km sangat menyusahkan baik untuk penjual maupun pembeli. Saya penjual dan pengguna olx Setia sudah lebih dari 5 tahun. Baru kali ini merasa benar benar dikecewakan oleh olx. Penjualan menurun, mau cari iklan di kota lain juga susah. Tolong segera diperbaiki, jangan menunggu semua pelanggan kabur. Kecuali memang anda sengaja ingin mempermainkan pelanggan anda. This is so bad!!!|1
10114|Kecewa|Kini saya kecewa sangat menggunakan olx. Dari tahun 2013 sy setia menggunakan olx. Tapi kini hasilnya tidak begitu baik. Penghasilan menurun dari hari kehari tidak seperti sebelumnya . Untuk keluarga besar olx . mohon keluhan semua pengguna olx mohon di dengar.. Dari pemasangan iklan Sangat susah sekali , mulai dari gps yg saya pakai untuk mencari lokasi selalu gagal mencari lokasi.. Dalam hal login pun begitu.. Apa dari pihak olx yg terhormat tidak ada solusi untuk ini semua ?? Mohon dipertimbangkan saran teman teman semuanya Kalau seperti ini mungkin dalam waktu dekat olx bakal ditinggal oleh pengguna setianya .. Mohon diperbaiki kesalahan kesalahan yg ada. Saya merasa sangat kecewa dengan perubahan ini Berulang kali aplikasi olx dismartphone saya minta diperbarui .tpi alhasil semua nihil.. Tidak ada jawaban.. Tapi malah semakin ribet Ditambah lagi Iklan yg saya pasang kini dibatasi. Harus membeli kuota iklan Bagi orng yg ekonominya tidak terlalu baik. Mungkin sngt berat Untuk satu iklan seharga 50 ribu Mhn pihak olx Merespon keluh kesah kami semua.. Saya harap olx kedepannya akan lebih baik Terima kasih|1
10115|TRASH|ALL NEW OLX SAMPAH|1
10116|olx tampilan baru ribet,bikin rumit|olx baru bikin pusing,njelimet,enakan yang dulu simple,mudah contact,lgsg ketemuan,deal...skrg buka situs nya aja lama bgt,blm pake radius lokasi yg ga jelas menurut saya ga ada fungsi nya...pokoknya[inappropriate content removed]bgt olx skrg,kl gak cpt d perbaiki ke yang dulu,tunggu aja kebangkrutan olx...saya yakin,bakal banyak pelanggan setia yg ninggalin olx...|1
10118|versi terbaru sangat menyulitkan customer|tetap aja dimunculkan nomor kontak pengiklan, pencarian detail alamat kembali aja seperti yg lama supaya gampang mencari lokasi detailnya, trimakasih|1
10119|Even Worst|Dengan tampilan dan sistem yg baru, olx bahkan jadi lebih buruk lagi. Gambar yg terlalu besar, makan banyak bandwith. Sistem pelacakan lokasi yg sangat membatasi pembeli dalam mencari barang.|1
10120|ribet|Pencarian lokasi jadi ribet, tampilan ya jg jadi bikin sakit mata..|1
10122|OLX DALAM WAKTU DEKAT AKAN MENURUN|OLX Skarang susah digunakan dan sangat ribet lemot, terbukti penjualan saya di iklan OLX menurun drastis hampir 99% wahai admin OLX atau wahai pendesain OLX yang sok pintar dan punya SDM jongkok, dengarkan apa kata pengguna. bagus itu bukan diri sendiri tapi bagus itu apa kata pengguna, makanya dengarkanlah saran atau kritik kritik dari pengguna setiamu. ada yang mudah terus kenapa kau pilih yang susah. pikirlah matang matang sebelum ratingmu hancur wahai OLX. kalau bisa pecatlah oarang orang yang punya ide desain[inappropriate content removed]sekarang juga, dan pecatlah petinggi petinggi OLX yang sok pintar itu karna sesungguhnya dia SDMnya masih jongkok. TERIMAH KASIH|1
10123|*****banget update desember 2016 kembalikan olx yang lama|dari tahuun 2013 dulu sudah menggunakan olx tapi setelah updaten terbaru sangat susah digunakan,ribet ,tidak user friendly, makan kuota, terutama masalah gps yang sering error|1
10124|OLX VERSI SKRNG TAI******|W sumpahin bangkrut aja luh. Bikin ribet aplikasinya|1
10125|updatenya mengecewakan|tampilan webnya kayak bikinan anak smk yang baru belajar bikin template... udah gitu susaaahh mau pasang iklan... enakan olx tampilan lama. user mah nyari yang sesimpel mungkin.|1
10126|New OLX sampah|Ini designer webnya mabuk atau bagaimana? Kok bikin website lama yang bagus jadi ngga jelas gini. Sekarang susah menghubungi penjual, harus pakai chat internal OLX. Belum lagi search by location yang tidak bisa dimatikan. Kenapa tidak filter kota saja seperti dulu. Keputusan bodoh dari managemen OLX untuk merubah tampilan menjadi seperti ini|1
10127|OLX MAU BANGKRUTNYA KITA BUTUH FUNGSINYA SAJA BUKAN TAMPILAN|MAU BANGKRUT DAN DITINGGAL PELANGGAN, SOALNYA ISUE-ISUE ADA KOMPETITOR YANG AKAN NYAINGI OLX DENGAN TAMPILAN SEPERTI TOKOBAGUS DAN BERNIAGA, TUNGGU SAJA, AYO KITA TINGGALKAN OLX (SEMRAWUT)|1
10128|Programer/ide yg blo-on!|Update tu harus nya lebih mempermudah, ini malah mempersulit!!! Agar tetap di hati masyarakat Indonesia saran saya segera kembalikan ke versi yg sebelumnya|1
10129|Aplikasi olx baru buat saya pindah ke tokopedia & kaskus aja|Aplikasi baru[inappropriate content removed] lemot kaya server pulsa kecamatan, butuh koneksi dewa buat cek dagangan, mending di hapus aja kalau gak balik ke versi lama..|1
10130|App utk hp.. Bikinan anak SD|App untuk android nya kayak mainan anak2..|1
10131|sangat menjengkelkan|mending jualan di pasar aja sekarang.ngk usah pake chat2an segala.|1
